Year,Age,Male_Germans,Female_Germans,Age_Demographic
2000,0,1649,1204,age_0_25
2000,1,153,112,age_0_25
2000,2,78,70,age_0_25
2000,3,75,51,age_0_25
2000,4,53,36,age_0_25
2000,5,37,38,age_0_25
2000,6,56,32,age_0_25
2000,7,40,37,age_0_25
2000,8,50,34,age_0_25
2000,9,55,33,age_0_25
2000,10,46,41,age_0_25
2000,11,67,46,age_0_25
2000,12,68,38,age_0_25
2000,13,68,51,age_0_25
2000,14,76,54,age_0_25
2000,15,95,78,age_0_25
2000,16,195,85,age_0_25
2000,17,257,115,age_0_25
2000,18,411,144,age_0_25
2000,19,418,148,age_0_25
2000,20,445,143,age_0_25
2000,21,386,118,age_0_25
2000,22,377,124,age_0_25
2000,23,338,126,age_0_25
2000,24,367,116,age_0_25
2000,25,303,96,age_0_25
2000,26,345,113,age_26_50
2000,27,344,138,age_26_50
2000,28,406,155,age_26_50
2000,29,467,179,age_26_50
2000,30,505,169,age_26_50
2000,31,551,242,age_26_50
2000,32,624,284,age_26_50
2000,33,668,313,age_26_50
2000,34,775,350,age_26_50
2000,35,807,388,age_26_50
2000,36,904,420,age_26_50
2000,37,987,481,age_26_50
2000,38,1083,560,age_26_50
2000,39,1143,559,age_26_50
2000,40,1308,582,age_26_50
2000,41,1390,668,age_26_50
2000,42,1509,785,age_26_50
2000,43,1614,805,age_26_50
2000,44,1767,867,age_26_50
2000,45,1863,933,age_26_50
2000,46,2020,997,age_26_50
2000,47,2103,1086,age_26_50
2000,48,2345,1189,age_26_50
2000,49,2558,1259,age_26_50
2000,50,2602,1366,age_26_50
2000,51,2796,1417,age_51_75
2000,52,2654,1435,age_51_75
2000,53,2886,1428,age_51_75
2000,54,2520,1269,age_51_75
2000,55,3182,1560,age_51_75
2000,56,4040,2077,age_51_75
2000,57,4301,2133,age_51_75
2000,58,5371,2570,age_51_75
2000,59,6209,2946,age_51_75
2000,60,7297,3470,age_51_75
2000,61,7568,3628,age_51_75
2000,62,7549,3665,age_51_75
2000,63,8057,3841,age_51_75
2000,64,8236,4259,age_51_75
2000,65,9243,4608,age_51_75
2000,66,8495,4429,age_51_75
2000,67,8355,4333,age_51_75
2000,68,9100,4976,age_51_75
2000,69,10017,5685,age_51_75
2000,70,11299,6686,age_51_75
2000,71,11913,7179,age_51_75
2000,72,11606,7957,age_51_75
2000,73,10973,8633,age_51_75
2000,74,11063,9726,age_51_75
2000,75,10629,10939,age_51_75
2000,76,10169,11942,age_76_100
2000,77,11130,13168,age_76_100
2000,78,12212,15210,age_76_100
2000,79,12506,17104,age_76_100
2000,80,11951,17915,age_76_100
2000,81,7235,11137,age_76_100
2000,82,6228,9914,age_76_100
2000,83,6605,11444,age_76_100
2000,84,7259,13642,age_76_100
2000,85,9820,20142,age_76_100
2000,86,10226,21708,age_76_100
2000,87,9645,22052,age_76_100
2000,88,8487,20802,age_76_100
2000,89,7329,19556,age_76_100
2000,90,6367,17967,age_76_100
2000,91,5334,16157,age_76_100
2000,92,4228,13931,age_76_100
2000,93,3216,11213,age_76_100
2000,94,2422,8731,age_76_100
2000,95,1721,6610,age_76_100
2000,96,1254,4828,age_76_100
2000,97,820,3593,age_76_100
2000,98,484,2562,age_76_100
2000,99,321,1594,age_76_100
2000,100,422,2503,age_76_100
2001,0,1581,1143,age_0_25
2001,1,150,118,age_0_25
2001,2,100,65,age_0_25
2001,3,95,53,age_0_25
2001,4,53,59,age_0_25
2001,5,46,28,age_0_25
2001,6,43,42,age_0_25
2001,7,42,23,age_0_25
2001,8,41,33,age_0_25
2001,9,53,31,age_0_25
2001,10,47,35,age_0_25
2001,11,55,36,age_0_25
2001,12,69,41,age_0_25
2001,13,89,58,age_0_25
2001,14,95,65,age_0_25
2001,15,103,64,age_0_25
2001,16,185,82,age_0_25
2001,17,195,101,age_0_25
2001,18,405,145,age_0_25
2001,19,386,175,age_0_25
2001,20,408,147,age_0_25
2001,21,381,132,age_0_25
2001,22,359,99,age_0_25
2001,23,360,113,age_0_25
2001,24,312,106,age_0_25
2001,25,317,103,age_0_25
2001,26,292,101,age_26_50
2001,27,322,133,age_26_50
2001,28,329,127,age_26_50
2001,29,380,148,age_26_50
2001,30,424,161,age_26_50
2001,31,489,183,age_26_50
2001,32,572,223,age_26_50
2001,33,614,251,age_26_50
2001,34,664,295,age_26_50
2001,35,809,399,age_26_50
2001,36,853,442,age_26_50
2001,37,907,490,age_26_50
2001,38,1072,525,age_26_50
2001,39,1147,584,age_26_50
2001,40,1251,646,age_26_50
2001,41,1333,701,age_26_50
2001,42,1481,679,age_26_50
2001,43,1575,762,age_26_50
2001,44,1672,863,age_26_50
2001,45,1833,896,age_26_50
2001,46,2045,1009,age_26_50
2001,47,2206,1066,age_26_50
2001,48,2288,1169,age_26_50
2001,49,2428,1289,age_26_50
2001,50,2597,1386,age_26_50
2001,51,2797,1420,age_51_75
2001,52,2880,1500,age_51_75
2001,53,2812,1529,age_51_75
2001,54,3034,1554,age_51_75
2001,55,2680,1346,age_51_75
2001,56,3283,1714,age_51_75
2001,57,4455,2146,age_51_75
2001,58,4529,2261,age_51_75
2001,59,5569,2656,age_51_75
2001,60,6648,3050,age_51_75
2001,61,7630,3766,age_51_75
2001,62,7712,3799,age_51_75
2001,63,7873,3862,age_51_75
2001,64,8289,4161,age_51_75
2001,65,8649,4487,age_51_75
2001,66,9324,4926,age_51_75
2001,67,8567,4617,age_51_75
2001,68,8468,4573,age_51_75
2001,69,9315,5372,age_51_75
2001,70,10551,6109,age_51_75
2001,71,11563,6929,age_51_75
2001,72,11901,7701,age_51_75
2001,73,11729,8368,age_51_75
2001,74,11245,9206,age_51_75
2001,75,11152,10334,age_51_75
2001,76,10742,11652,age_76_100
2001,77,10589,12390,age_76_100
2001,78,11103,13923,age_76_100
2001,79,12010,16475,age_76_100
2001,80,12324,18000,age_76_100
2001,81,12083,18694,age_76_100
2001,82,6854,11518,age_76_100
2001,83,5768,10195,age_76_100
2001,84,6094,11402,age_76_100
2001,85,6758,13665,age_76_100
2001,86,9275,20247,age_76_100
2001,87,9389,21452,age_76_100
2001,88,8591,21047,age_76_100
2001,89,7437,19624,age_76_100
2001,90,6172,17922,age_76_100
2001,91,5380,16826,age_76_100
2001,92,4273,14267,age_76_100
2001,93,3223,11917,age_76_100
2001,94,2557,9470,age_76_100
2001,95,1896,7130,age_76_100
2001,96,1295,5272,age_76_100
2001,97,857,3795,age_76_100
2001,98,552,2620,age_76_100
2001,99,324,1782,age_76_100
2001,100,449,2781,age_76_100
2002,0,1493,1215,age_0_25
2002,1,139,136,age_0_25
2002,2,73,66,age_0_25
2002,3,64,60,age_0_25
2002,4,44,49,age_0_25
2002,5,54,37,age_0_25
2002,6,38,33,age_0_25
2002,7,42,26,age_0_25
2002,8,41,31,age_0_25
2002,9,28,25,age_0_25
2002,10,38,26,age_0_25
2002,11,54,36,age_0_25
2002,12,62,44,age_0_25
2002,13,58,53,age_0_25
2002,14,78,48,age_0_25
2002,15,103,85,age_0_25
2002,16,203,85,age_0_25
2002,17,229,93,age_0_25
2002,18,382,133,age_0_25
2002,19,397,117,age_0_25
2002,20,366,138,age_0_25
2002,21,377,122,age_0_25
2002,22,372,126,age_0_25
2002,23,342,115,age_0_25
2002,24,304,123,age_0_25
2002,25,287,108,age_0_25
2002,26,269,100,age_26_50
2002,27,284,123,age_26_50
2002,28,310,138,age_26_50
2002,29,334,110,age_26_50
2002,30,386,160,age_26_50
2002,31,420,190,age_26_50
2002,32,468,217,age_26_50
2002,33,566,229,age_26_50
2002,34,645,303,age_26_50
2002,35,713,337,age_26_50
2002,36,801,397,age_26_50
2002,37,895,435,age_26_50
2002,38,1050,468,age_26_50
2002,39,1116,549,age_26_50
2002,40,1292,602,age_26_50
2002,41,1323,659,age_26_50
2002,42,1470,759,age_26_50
2002,43,1584,849,age_26_50
2002,44,1732,879,age_26_50
2002,45,1951,1003,age_26_50
2002,46,2004,1001,age_26_50
2002,47,2173,1105,age_26_50
2002,48,2337,1133,age_26_50
2002,49,2480,1306,age_26_50
2002,50,2734,1346,age_26_50
2002,51,2800,1506,age_51_75
2002,52,3114,1596,age_51_75
2002,53,3065,1624,age_51_75
2002,54,3153,1593,age_51_75
2002,55,3291,1714,age_51_75
2002,56,2826,1390,age_51_75
2002,57,3504,1897,age_51_75
2002,58,4636,2326,age_51_75
2002,59,4919,2315,age_51_75
2002,60,5841,2957,age_51_75
2002,61,6894,3235,age_51_75
2002,62,8127,3932,age_51_75
2002,63,8342,4147,age_51_75
2002,64,8161,4061,age_51_75
2002,65,8793,4500,age_51_75
2002,66,9092,4878,age_51_75
2002,67,10114,5269,age_51_75
2002,68,8963,5099,age_51_75
2002,69,8735,4940,age_51_75
2002,70,9689,5694,age_51_75
2002,71,10977,6819,age_51_75
2002,72,11845,7505,age_51_75
2002,73,12555,8426,age_51_75
2002,74,12367,9174,age_51_75
2002,75,11663,10274,age_51_75
2002,76,11534,11426,age_76_100
2002,77,11164,12597,age_76_100
2002,78,10749,13498,age_76_100
2002,79,11245,15097,age_76_100
2002,80,12322,17783,age_76_100
2002,81,12448,19726,age_76_100
2002,82,11976,19723,age_76_100
2002,83,6976,12268,age_76_100
2002,84,5834,10918,age_76_100
2002,85,6067,11763,age_76_100
2002,86,6451,14060,age_76_100
2002,87,8727,20402,age_76_100
2002,88,8793,21605,age_76_100
2002,89,7781,20998,age_76_100
2002,90,6593,19241,age_76_100
2002,91,5568,16873,age_76_100
2002,92,4532,15089,age_76_100
2002,93,3578,12727,age_76_100
2002,94,2652,10313,age_76_100
2002,95,2024,8146,age_76_100
2002,96,1304,5913,age_76_100
2002,97,900,4191,age_76_100
2002,98,591,2940,age_76_100
2002,99,338,1912,age_76_100
2002,100,449,3120,age_76_100
2003,0,1502,1158,age_0_25
2003,1,143,117,age_0_25
2003,2,69,66,age_0_25
2003,3,69,55,age_0_25
2003,4,51,31,age_0_25
2003,5,53,46,age_0_25
2003,6,49,36,age_0_25
2003,7,51,36,age_0_25
2003,8,51,33,age_0_25
2003,9,39,24,age_0_25
2003,10,37,37,age_0_25
2003,11,63,34,age_0_25
2003,12,53,32,age_0_25
2003,13,61,36,age_0_25
2003,14,97,62,age_0_25
2003,15,115,68,age_0_25
2003,16,167,92,age_0_25
2003,17,237,104,age_0_25
2003,18,315,113,age_0_25
2003,19,365,117,age_0_25
2003,20,358,139,age_0_25
2003,21,365,110,age_0_25
2003,22,323,119,age_0_25
2003,23,328,122,age_0_25
2003,24,323,92,age_0_25
2003,25,343,102,age_0_25
2003,26,330,117,age_26_50
2003,27,312,112,age_26_50
2003,28,305,110,age_26_50
2003,29,283,129,age_26_50
2003,30,316,145,age_26_50
2003,31,423,175,age_26_50
2003,32,447,161,age_26_50
2003,33,504,218,age_26_50
2003,34,612,304,age_26_50
2003,35,729,321,age_26_50
2003,36,789,360,age_26_50
2003,37,825,384,age_26_50
2003,38,965,512,age_26_50
2003,39,1108,556,age_26_50
2003,40,1182,581,age_26_50
2003,41,1318,674,age_26_50
2003,42,1487,742,age_26_50
2003,43,1652,808,age_26_50
2003,44,1668,870,age_26_50
2003,45,1892,887,age_26_50
2003,46,2063,1032,age_26_50
2003,47,2209,1040,age_26_50
2003,48,2342,1178,age_26_50
2003,49,2510,1281,age_26_50
2003,50,2721,1356,age_26_50
2003,51,2803,1464,age_51_75
2003,52,3092,1611,age_51_75
2003,53,3310,1638,age_51_75
2003,54,3366,1739,age_51_75
2003,55,3341,1627,age_51_75
2003,56,3396,1797,age_51_75
2003,57,2979,1549,age_51_75
2003,58,3909,2000,age_51_75
2003,59,4976,2448,age_51_75
2003,60,5052,2510,age_51_75
2003,61,6249,3098,age_51_75
2003,62,7390,3595,age_51_75
2003,63,8373,4139,age_51_75
2003,64,8766,4247,age_51_75
2003,65,8852,4449,age_51_75
2003,66,9364,4744,age_51_75
2003,67,9794,5145,age_51_75
2003,68,10750,5691,age_51_75
2003,69,9439,5340,age_51_75
2003,70,9167,5540,age_51_75
2003,71,10152,6249,age_51_75
2003,72,11711,7422,age_51_75
2003,73,12396,8320,age_51_75
2003,74,13065,9147,age_51_75
2003,75,12910,10107,age_51_75
2003,76,12221,10930,age_76_100
2003,77,12131,12422,age_76_100
2003,78,11702,13839,age_76_100
2003,79,10990,14659,age_76_100
2003,80,11774,16827,age_76_100
2003,81,12399,19178,age_76_100
2003,82,12654,20885,age_76_100
2003,83,12009,21226,age_76_100
2003,84,6779,12821,age_76_100
2003,85,5517,11396,age_76_100
2003,86,5855,12336,age_76_100
2003,87,6197,14490,age_76_100
2003,88,8235,20465,age_76_100
2003,89,7923,21221,age_76_100
2003,90,7129,20092,age_76_100
2003,91,5942,18246,age_76_100
2003,92,4678,15412,age_76_100
2003,93,3741,13310,age_76_100
2003,94,2747,10966,age_76_100
2003,95,2014,8663,age_76_100
2003,96,1465,6547,age_76_100
2003,97,976,4520,age_76_100
2003,98,654,3175,age_76_100
2003,99,370,2037,age_76_100
2003,100,506,3341,age_76_100
2004,0,1452,1157,age_0_25
2004,1,130,104,age_0_25
2004,2,63,63,age_0_25
2004,3,57,49,age_0_25
2004,4,42,46,age_0_25
2004,5,48,42,age_0_25
2004,6,35,28,age_0_25
2004,7,39,27,age_0_25
2004,8,39,32,age_0_25
2004,9,36,16,age_0_25
2004,10,27,23,age_0_25
2004,11,49,35,age_0_25
2004,12,44,25,age_0_25
2004,13,49,33,age_0_25
2004,14,76,40,age_0_25
2004,15,97,75,age_0_25
2004,16,158,97,age_0_25
2004,17,210,80,age_0_25
2004,18,314,118,age_0_25
2004,19,323,116,age_0_25
2004,20,300,135,age_0_25
2004,21,324,105,age_0_25
2004,22,327,109,age_0_25
2004,23,319,104,age_0_25
2004,24,301,127,age_0_25
2004,25,303,88,age_0_25
2004,26,296,122,age_26_50
2004,27,273,123,age_26_50
2004,28,293,104,age_26_50
2004,29,258,123,age_26_50
2004,30,272,119,age_26_50
2004,31,319,142,age_26_50
2004,32,422,176,age_26_50
2004,33,458,198,age_26_50
2004,34,529,221,age_26_50
2004,35,627,281,age_26_50
2004,36,695,312,age_26_50
2004,37,778,387,age_26_50
2004,38,910,423,age_26_50
2004,39,1040,495,age_26_50
2004,40,1149,546,age_26_50
2004,41,1284,606,age_26_50
2004,42,1492,687,age_26_50
2004,43,1610,788,age_26_50
2004,44,1701,787,age_26_50
2004,45,1809,886,age_26_50
2004,46,1990,1047,age_26_50
2004,47,2113,1123,age_26_50
2004,48,2233,1168,age_26_50
2004,49,2443,1304,age_26_50
2004,50,2607,1336,age_26_50
2004,51,2701,1413,age_51_75
2004,52,3092,1521,age_51_75
2004,53,3313,1584,age_51_75
2004,54,3445,1711,age_51_75
2004,55,3503,1804,age_51_75
2004,56,3371,1773,age_51_75
2004,57,3614,1858,age_51_75
2004,58,3079,1683,age_51_75
2004,59,4014,2118,age_51_75
2004,60,5166,2570,age_51_75
2004,61,5266,2568,age_51_75
2004,62,6578,3238,age_51_75
2004,63,7617,3730,age_51_75
2004,64,8632,4267,age_51_75
2004,65,9079,4470,age_51_75
2004,66,9084,4651,age_51_75
2004,67,9336,4983,age_51_75
2004,68,9924,5361,age_51_75
2004,69,10504,6049,age_51_75
2004,70,9778,5523,age_51_75
2004,71,9124,5694,age_51_75
2004,72,10156,6443,age_51_75
2004,73,11450,7636,age_51_75
2004,74,12417,8562,age_51_75
2004,75,13140,9459,age_51_75
2004,76,12718,10456,age_76_100
2004,77,12005,11239,age_76_100
2004,78,11980,12795,age_76_100
2004,79,11404,14180,age_76_100
2004,80,10619,15032,age_76_100
2004,81,11214,16762,age_76_100
2004,82,11924,19154,age_76_100
2004,83,12046,20708,age_76_100
2004,84,11052,20901,age_76_100
2004,85,6249,12584,age_76_100
2004,86,5192,10913,age_76_100
2004,87,5182,11803,age_76_100
2004,88,5335,13249,age_76_100
2004,89,6808,18540,age_76_100
2004,90,6584,19053,age_76_100
2004,91,5817,17635,age_76_100
2004,92,4645,15387,age_76_100
2004,93,3590,12723,age_76_100
2004,94,2714,10517,age_76_100
2004,95,2044,8560,age_76_100
2004,96,1499,6329,age_76_100
2004,97,979,4752,age_76_100
2004,98,620,3108,age_76_100
2004,99,384,2126,age_76_100
2004,100,484,3355,age_76_100
2005,0,1376,1020,age_0_25
2005,1,125,105,age_0_25
2005,2,66,68,age_0_25
2005,3,66,40,age_0_25
2005,4,56,33,age_0_25
2005,5,44,33,age_0_25
2005,6,42,47,age_0_25
2005,7,38,39,age_0_25
2005,8,40,24,age_0_25
2005,9,41,25,age_0_25
2005,10,26,29,age_0_25
2005,11,28,41,age_0_25
2005,12,52,32,age_0_25
2005,13,68,38,age_0_25
2005,14,70,64,age_0_25
2005,15,93,66,age_0_25
2005,16,151,61,age_0_25
2005,17,187,91,age_0_25
2005,18,300,111,age_0_25
2005,19,270,93,age_0_25
2005,20,284,97,age_0_25
2005,21,297,97,age_0_25
2005,22,280,99,age_0_25
2005,23,297,105,age_0_25
2005,24,307,101,age_0_25
2005,25,281,106,age_0_25
2005,26,295,101,age_26_50
2005,27,320,96,age_26_50
2005,28,272,102,age_26_50
2005,29,292,114,age_26_50
2005,30,275,142,age_26_50
2005,31,328,134,age_26_50
2005,32,334,160,age_26_50
2005,33,415,187,age_26_50
2005,34,476,215,age_26_50
2005,35,535,268,age_26_50
2005,36,636,314,age_26_50
2005,37,660,373,age_26_50
2005,38,829,370,age_26_50
2005,39,967,497,age_26_50
2005,40,1103,543,age_26_50
2005,41,1239,591,age_26_50
2005,42,1343,729,age_26_50
2005,43,1518,791,age_26_50
2005,44,1667,877,age_26_50
2005,45,1785,933,age_26_50
2005,46,1974,998,age_26_50
2005,47,2107,1053,age_26_50
2005,48,2249,1176,age_26_50
2005,49,2423,1289,age_26_50
2005,50,2587,1329,age_26_50
2005,51,2787,1358,age_51_75
2005,52,3051,1514,age_51_75
2005,53,3214,1675,age_51_75
2005,54,3568,1765,age_51_75
2005,55,3750,1940,age_51_75
2005,56,3885,1912,age_51_75
2005,57,3671,1936,age_51_75
2005,58,3870,1982,age_51_75
2005,59,3247,1720,age_51_75
2005,60,4185,2294,age_51_75
2005,61,5337,2819,age_51_75
2005,62,5738,2962,age_51_75
2005,63,6852,3455,age_51_75
2005,64,7973,3981,age_51_75
2005,65,9347,4578,age_51_75
2005,66,9322,4860,age_51_75
2005,67,9423,5025,age_51_75
2005,68,9820,5301,age_51_75
2005,69,10334,5957,age_51_75
2005,70,11033,6370,age_51_75
2005,71,10066,6096,age_51_75
2005,72,9643,6118,age_51_75
2005,73,10450,6905,age_51_75
2005,74,11737,8137,age_51_75
2005,75,12812,9210,age_51_75
2005,76,13358,10332,age_76_100
2005,77,13350,11052,age_76_100
2005,78,12415,12251,age_76_100
2005,79,12262,14019,age_76_100
2005,80,11568,15463,age_76_100
2005,81,10852,16383,age_76_100
2005,82,11410,17985,age_76_100
2005,83,12120,20745,age_76_100
2005,84,11950,21796,age_76_100
2005,85,11005,22131,age_76_100
2005,86,6031,12994,age_76_100
2005,87,4863,10993,age_76_100
2005,88,4797,12007,age_76_100
2005,89,5066,13319,age_76_100
2005,90,6194,18158,age_76_100
2005,91,5941,18150,age_76_100
2005,92,4849,16443,age_76_100
2005,93,3862,13435,age_76_100
2005,94,2775,11086,age_76_100
2005,95,2285,9106,age_76_100
2005,96,1539,7079,age_76_100
2005,97,1084,5165,age_76_100
2005,98,734,3605,age_76_100
2005,99,454,2323,age_76_100
2005,100,558,3612,age_76_100
2006,0,1293,1016,age_0_25
2006,1,111,76,age_0_25
2006,2,63,55,age_0_25
2006,3,55,39,age_0_25
2006,4,48,34,age_0_25
2006,5,45,28,age_0_25
2006,6,34,24,age_0_25
2006,7,37,21,age_0_25
2006,8,31,24,age_0_25
2006,9,36,22,age_0_25
2006,10,26,20,age_0_25
2006,11,32,24,age_0_25
2006,12,49,28,age_0_25
2006,13,46,47,age_0_25
2006,14,53,48,age_0_25
2006,15,87,64,age_0_25
2006,16,133,59,age_0_25
2006,17,182,74,age_0_25
2006,18,285,104,age_0_25
2006,19,293,115,age_0_25
2006,20,286,91,age_0_25
2006,21,271,79,age_0_25
2006,22,283,121,age_0_25
2006,23,267,126,age_0_25
2006,24,260,78,age_0_25
2006,25,284,105,age_0_25
2006,26,314,103,age_26_50
2006,27,236,112,age_26_50
2006,28,267,92,age_26_50
2006,29,265,114,age_26_50
2006,30,270,126,age_26_50
2006,31,274,121,age_26_50
2006,32,299,128,age_26_50
2006,33,334,157,age_26_50
2006,34,421,195,age_26_50
2006,35,469,243,age_26_50
2006,36,531,300,age_26_50
2006,37,670,334,age_26_50
2006,38,768,385,age_26_50
2006,39,907,425,age_26_50
2006,40,1040,524,age_26_50
2006,41,1129,598,age_26_50
2006,42,1311,692,age_26_50
2006,43,1462,773,age_26_50
2006,44,1693,768,age_26_50
2006,45,1782,997,age_26_50
2006,46,1856,1030,age_26_50
2006,47,2085,1095,age_26_50
2006,48,2225,1094,age_26_50
2006,49,2425,1221,age_26_50
2006,50,2516,1355,age_26_50
2006,51,2882,1436,age_51_75
2006,52,3021,1506,age_51_75
2006,53,3133,1573,age_51_75
2006,54,3461,1732,age_51_75
2006,55,3641,1778,age_51_75
2006,56,3876,2015,age_51_75
2006,57,3868,2089,age_51_75
2006,58,4013,2009,age_51_75
2006,59,4103,2060,age_51_75
2006,60,3534,1789,age_51_75
2006,61,4463,2534,age_51_75
2006,62,5569,2886,age_51_75
2006,63,5905,3009,age_51_75
2006,64,6956,3539,age_51_75
2006,65,8335,4240,age_51_75
2006,66,9557,4889,age_51_75
2006,67,9703,5068,age_51_75
2006,68,9825,5242,age_51_75
2006,69,10037,5583,age_51_75
2006,70,10628,6217,age_51_75
2006,71,11487,6789,age_51_75
2006,72,10278,6492,age_51_75
2006,73,9880,6577,age_51_75
2006,74,10991,7516,age_51_75
2006,75,11997,8782,age_51_75
2006,76,13081,10069,age_76_100
2006,77,13398,10974,age_76_100
2006,78,13368,11947,age_76_100
2006,79,12350,13187,age_76_100
2006,80,12168,15191,age_76_100
2006,81,11537,16297,age_76_100
2006,82,10945,17238,age_76_100
2006,83,11186,18941,age_76_100
2006,84,11861,21097,age_76_100
2006,85,11234,22535,age_76_100
2006,86,10219,22264,age_76_100
2006,87,5452,12716,age_76_100
2006,88,4524,10845,age_76_100
2006,89,4334,11335,age_76_100
2006,90,4392,12315,age_76_100
2006,91,5455,16537,age_76_100
2006,92,4882,15970,age_76_100
2006,93,3937,13997,age_76_100
2006,94,3075,11398,age_76_100
2006,95,2150,8982,age_76_100
2006,96,1634,7148,age_76_100
2006,97,1093,5306,age_76_100
2006,98,749,3691,age_76_100
2006,99,483,2542,age_76_100
2006,100,579,3937,age_76_100
2007,0,1392,1039,age_0_25
2007,1,121,99,age_0_25
2007,2,49,52,age_0_25
2007,3,56,44,age_0_25
2007,4,51,38,age_0_25
2007,5,48,25,age_0_25
2007,6,40,21,age_0_25
2007,7,35,25,age_0_25
2007,8,41,18,age_0_25
2007,9,24,20,age_0_25
2007,10,30,26,age_0_25
2007,11,33,24,age_0_25
2007,12,40,25,age_0_25
2007,13,29,33,age_0_25
2007,14,57,42,age_0_25
2007,15,76,48,age_0_25
2007,16,151,59,age_0_25
2007,17,142,77,age_0_25
2007,18,262,100,age_0_25
2007,19,287,104,age_0_25
2007,20,301,88,age_0_25
2007,21,284,98,age_0_25
2007,22,274,101,age_0_25
2007,23,268,103,age_0_25
2007,24,275,100,age_0_25
2007,25,283,99,age_0_25
2007,26,290,105,age_26_50
2007,27,293,107,age_26_50
2007,28,288,109,age_26_50
2007,29,266,136,age_26_50
2007,30,261,104,age_26_50
2007,31,312,129,age_26_50
2007,32,303,138,age_26_50
